Вуз,Год,Код специальности,Направление,Проходной балл (очная форма)
ДГТУ,2021,29.03.04,Технология художественной обработки металлов,143
ДГТУ,2022,29.03.04,Технология художественной обработки металлов,126
ДГТУ,2023,29.03.04,Технология художественной обработки металлов,151
ДГТУ,2024,29.03.04,Технология художественной обработки металлов,135
ДГТУ,2021,09.03.01,Информатика и вычислительная техника,204
ДГТУ,2022,09.03.01,Информатика и вычислительная техника,217
ДГТУ,2023,09.03.01,Информатика и вычислительная техника,193
ДГТУ,2024,09.03.01,Информатика и вычислительная техника,206
ДГТУ,2021,20.05.01,Пожарная безопасность,143
ДГТУ,2022,20.05.01,Пожарная безопасность,157
ДГТУ,2023,20.05.01,Пожарная безопасность,165
ДГТУ,2024,20.05.01,Пожарная безопасность,155
ДГТУ,2021,15.03.03,Программные системы компьютерного инжиниринга,177
ДГТУ,2022,15.03.03,Программные системы компьютерного инжиниринга,173
ДГТУ,2023,15.03.03,Программные системы компьютерного инжиниринга,171
ДГТУ,2024,15.03.03,Программные системы компьютерного инжиниринга,166
ДГТУ,2021,15.03.05,Технология машиностроения,170
ДГТУ,2022,15.03.05,Технология машиностроения,156
ДГТУ,2023,15.03.05,Технология машиностроения,187
ДГТУ,2024,15.03.05,Технология машиностроения,167
ДГТУ,2021,20.03.01,Безопасность технологических процессов и производств,127
ДГТУ,2022,20.03.01,Безопасность технологических процессов и производств,132
ДГТУ,2023,20.03.01,Безопасность технологических процессов и производств,137
ДГТУ,2024,20.03.01,Безопасность технологических процессов и производств,145
ДГТУ,2021,27.03.01,"Менеджмент качества, стандартизация и сертификация",167
ДГТУ,2022,27.03.01,"Менеджмент качества, стандартизация и сертификация",174
ДГТУ,2023,27.03.01,"Менеджмент качества, стандартизация и сертификация",190
ДГТУ,2024,27.03.01,"Менеджмент качества, стандартизация и сертификация",166
ДГТУ,2021,38.03.01,Экономика организации,250
ДГТУ,2022,38.03.01,Экономика организации,292
ДГТУ,2023,38.03.01,Экономика организации,310
ДГТУ,2024,38.03.01,Экономика организации,270
ДГТУ,2021,19.03.03,Технологические процессы и оборудование производства продуктов животного происхождения,132
ДГТУ,2022,19.03.03,Технологические процессы и оборудование производства продуктов животного происхождения,164
ДГТУ,2023,19.03.03,Технологические процессы и оборудование производства продуктов животного происхождения,141
ДГТУ,2024,19.03.03,Технологические процессы и оборудование производства продуктов животного происхождения,150
ДГТУ,2021,54.03.01,Графический дизайн,349
ДГТУ,2022,54.03.01,Графический дизайн,339
ДГТУ,2023,54.03.01,Графический дизайн,299
ДГТУ,2024,54.03.01,Графический дизайн,337
ДГТУ,2021,54.03.01,Дизайн среды,290
ДГТУ,2022,54.03.01,Дизайн среды,321
ДГТУ,2023,54.03.01,Дизайн среды,291
ДГТУ,2024,54.03.01,Дизайн среды,327
ДГТУ,2021,37.03.01,Психология,256
ДГТУ,2022,37.03.01,Психология,201
ДГТУ,2023,37.03.01,Психология,263
ДГТУ,2024,37.03.01,Психология,234
ДГТУ,2021,23.05.01,Автомобили и тракторы,128
ДГТУ,2022,23.05.01,Автомобили и тракторы,122
ДГТУ,2023,23.05.01,Автомобили и тракторы,133
ДГТУ,2024,23.05.01,Автомобили и тракторы,132
ДГТУ,2021,23.03.03,Эксплуатация автотранспортных средств,186
ДГТУ,2022,23.03.03,Эксплуатация автотранспортных средств,171
ДГТУ,2023,23.03.03,Эксплуатация автотранспортных средств,164
ДГТУ,2024,23.03.03,Эксплуатация автотранспортных средств,168
ДГТУ,2021,15.03.01,Оборудование и технология сварочного производства,187
ДГТУ,2022,15.03.01,Оборудование и технология сварочного производства,145
ДГТУ,2023,15.03.01,Оборудование и технология сварочного производства,168
ДГТУ,2024,15.03.01,Оборудование и технология сварочного производства,170
ДГТУ,2021,43.03.03,Гостиничная деятельность,212
ДГТУ,2022,43.03.03,Гостиничная деятельность,275
ДГТУ,2023,43.03.03,Гостиничная деятельность,230
ДГТУ,2024,43.03.03,Гостиничная деятельность,242
ДГТУ,2021,10.03.01,Безопасность автоматизированных систем,191
ДГТУ,2022,10.03.01,Безопасность автоматизированных систем,202
ДГТУ,2023,10.03.01,Безопасность автоматизированных систем,209
ДГТУ,2024,10.03.01,Безопасность автоматизированных систем,210
ДГТУ,2021,44.03.01,Начальное образование,239
ДГТУ,2022,44.03.01,Начальное образование,247
ДГТУ,2023,44.03.01,Начальное образование,218
ДГТУ,2024,44.03.01,Начальное образование,216
ДГТУ,2021,44.03.03,Логопедия,207
ДГТУ,2022,44.03.03,Логопедия,194
ДГТУ,2023,44.03.03,Логопедия,186
ДГТУ,2024,44.03.03,Логопедия,217
ДГТУ,2021,44.03.01,Физическая культура,219
ДГТУ,2022,44.03.01,Физическая культура,244
ДГТУ,2023,44.03.01,Физическая культура,272
ДГТУ,2024,44.03.01,Физическая культура,242
ДГТУ,2021,43.03.02,Технология и организация туроператорских и турагентских услуг,216
ДГТУ,2022,43.03.02,Технология и организация туроператорских и турагентских услуг,215
ДГТУ,2023,43.03.02,Технология и организация туроператорских и турагентских услуг,250
ДГТУ,2024,43.03.02,Технология и организация туроператорских и турагентских услуг,241
ДГТУ,2021,38.05.01,Экономико-правовое обеспечение экономической безопасности,283
ДГТУ,2022,38.05.01,Экономико-правовое обеспечение экономической безопасности,270
ДГТУ,2023,38.05.01,Экономико-правовое обеспечение экономической безопасности,254
ДГТУ,2024,38.05.01,Экономико-правовое обеспечение экономической безопасности,270
ДГТУ,2021,44.03.05,Русский язык и литература,251
ДГТУ,2022,44.03.05,Русский язык и литература,232
ДГТУ,2023,44.03.05,Русский язык и литература,254
ДГТУ,2024,44.03.05,Русский язык и литература,253
ДГТУ,2021,49.03.01,Спортивная тренировка,161
ДГТУ,2022,49.03.01,Спортивная тренировка,180
ДГТУ,2023,49.03.01,Спортивная тренировка,179
ДГТУ,2024,49.03.01,Спортивная тренировка,184
ДГТУ,2021,51.03.02,Руководство независимым театром,235
ДГТУ,2022,51.03.02,Руководство независимым театром,236
ДГТУ,2023,51.03.02,Руководство независимым театром,206
ДГТУ,2024,51.03.02,Руководство независимым театром,223
ДГТУ,2021,15.03.02,Машины и оборудование нефтяных и газовых промыслов,165
ДГТУ,2022,15.03.02,Машины и оборудование нефтяных и газовых промыслов,162
ДГТУ,2023,15.03.02,Машины и оборудование нефтяных и газовых промыслов,185
ДГТУ,2024,15.03.02,Машины и оборудование нефтяных и газовых промыслов,165
ДГТУ,2021,08.03.01,Промышленное и гражданское строительство,174
ДГТУ,2022,08.03.01,Промышленное и гражданское строительство,160
ДГТУ,2023,08.03.01,Промышленное и гражданское строительство,182
ДГТУ,2024,08.03.01,Промышленное и гражданское строительство,169
ДГТУ,2021,11.03.04,Промышленная электроника и микропроцессорная техника,139
ДГТУ,2022,11.03.04,Промышленная электроника и микропроцессорная техника,140
ДГТУ,2023,11.03.04,Промышленная электроника и микропроцессорная техника,129
ДГТУ,2024,11.03.04,Промышленная электроника и микропроцессорная техника,138
ДГТУ,2021,21.03.02,Городской кадастр,153
ДГТУ,2022,21.03.02,Городской кадастр,147
ДГТУ,2023,21.03.02,Городской кадастр,147
ДГТУ,2024,21.03.02,Городской кадастр,165
ДГТУ,2021,11.03.02,Сети связи и системы коммутации,149
ДГТУ,2022,11.03.02,Сети связи и системы коммутации,139
ДГТУ,2023,11.03.02,Сети связи и системы коммутации,146
ДГТУ,2024,11.03.02,Сети связи и системы коммутации,138
ДГТУ,2021,10.05.01,Математические методы защиты информации,225
ДГТУ,2022,10.05.01,Математические методы защиты информации,200
ДГТУ,2023,10.05.01,Математические методы защиты информации,211
ДГТУ,2024,10.05.01,Математические методы защиты информации,198
ДГТУ,2021,51.03.02,Руководство хореографическим коллективом,199
ДГТУ,2022,51.03.02,Руководство хореографическим коллективом,198
ДГТУ,2023,51.03.02,Руководство хореографическим коллективом,217
ДГТУ,2024,51.03.02,Руководство хореографическим коллективом,221
ДГТУ,2021,20.03.01,Инженерная защита окружающей среды,130
ДГТУ,2022,20.03.01,Инженерная защита окружающей среды,124
ДГТУ,2023,20.03.01,Инженерная защита окружающей среды,144
ДГТУ,2024,20.03.01,Инженерная защита окружающей среды,133
ДГТУ,2021,23.05.01,"Подъёмно-транспортные, строительные, дорожные средства и оборудование",130
ДГТУ,2022,23.05.01,"Подъёмно-транспортные, строительные, дорожные средства и оборудование",144
ДГТУ,2023,23.05.01,"Подъёмно-транспортные, строительные, дорожные средства и оборудование",132
ДГТУ,2024,23.05.01,"Подъёмно-транспортные, строительные, дорожные средства и оборудование",138
ДГТУ,2021,27.03.05,Технологии Индустрии 4.0 и управление инновационными проектами,120
ДГТУ,2022,27.03.05,Технологии Индустрии 4.0 и управление инновационными проектами,134
ДГТУ,2023,27.03.05,Технологии Индустрии 4.0 и управление инновационными проектами,119
ДГТУ,2024,27.03.05,Технологии Индустрии 4.0 и управление инновационными проектами,135
ДГТУ,2021,38.03.01,Экономика бизнеса,236
ДГТУ,2022,38.03.01,Экономика бизнеса,261
ДГТУ,2023,38.03.01,Экономика бизнеса,267
ДГТУ,2024,38.03.01,Экономика бизнеса,270
ДГТУ,2021,09.03.03,Прикладная информатика в информационной сфере,202
ДГТУ,2022,09.03.03,Прикладная информатика в информационной сфере,210
ДГТУ,2023,09.03.03,Прикладная информатика в информационной сфере,199
ДГТУ,2024,09.03.03,Прикладная информатика в информационной сфере,205
ДГТУ,2021,46.03.02,Документирование деятельности органов государственной власти и местного самоуправления,216
ДГТУ,2022,46.03.02,Документирование деятельности органов государственной власти и местного самоуправления,195
ДГТУ,2023,46.03.02,Документирование деятельности органов государственной власти и местного самоуправления,223
ДГТУ,2024,46.03.02,Документирование деятельности органов государственной власти и местного самоуправления,197
ДГТУ,2021,54.03.01,Коммуникативный дизайн,351
ДГТУ,2022,54.03.01,Коммуникативный дизайн,307
ДГТУ,2023,54.03.01,Коммуникативный дизайн,288
ДГТУ,2024,54.03.01,Коммуникативный дизайн,320
ДГТУ,2021,08.03.01,Теплогазоснабжение и вентиляция,150
ДГТУ,2022,08.03.01,Теплогазоснабжение и вентиляция,166
ДГТУ,2023,08.03.01,Теплогазоснабжение и вентиляция,165
ДГТУ,2024,08.03.01,Теплогазоснабжение и вентиляция,169
ДГТУ,2021,08.03.01,Автомобильные дороги,166
ДГТУ,2022,08.03.01,Автомобильные дороги,155
ДГТУ,2023,08.03.01,Автомобильные дороги,168
ДГТУ,2024,08.03.01,Автомобильные дороги,169
ДГТУ,2021,08.03.01,Автодорожные мосты и тоннели,145
ДГТУ,2022,08.03.01,Автодорожные мосты и тоннели,145
ДГТУ,2023,08.03.01,Автодорожные мосты и тоннели,190
ДГТУ,2024,08.03.01,Автодорожные мосты и тоннели,169
ДГТУ,2021,08.05.01,"Строительство высотных и большепролетных зданий, и сооружений",178
ДГТУ,2022,08.05.01,"Строительство высотных и большепролетных зданий, и сооружений",157
ДГТУ,2023,08.05.01,"Строительство высотных и большепролетных зданий, и сооружений",155
ДГТУ,2024,08.05.01,"Строительство высотных и большепролетных зданий, и сооружений",177
ДГТУ,2021,13.03.02,Электроэнергетические системы и сети,128
ДГТУ,2022,13.03.02,Электроэнергетические системы и сети,154
ДГТУ,2023,13.03.02,Электроэнергетические системы и сети,133
ДГТУ,2024,13.03.02,Электроэнергетические системы и сети,140
ДГТУ,2021,36.05.01,Клинический,227
ДГТУ,2022,36.05.01,Клинический,210
ДГТУ,2023,36.05.01,Клинический,189
ДГТУ,2024,36.05.01,Клинический,204
ДГТУ,2021,07.03.01,Архитектурное проектирование,321
ДГТУ,2022,07.03.01,Архитектурное проектирование,362
ДГТУ,2023,07.03.01,Архитектурное проектирование,271
ДГТУ,2024,07.03.01,Архитектурное проектирование,315
ДГТУ,2021,08.03.01,Водоснабжение и водоотведение,150
ДГТУ,2022,08.03.01,Водоснабжение и водоотведение,166
ДГТУ,2023,08.03.01,Водоснабжение и водоотведение,156
ДГТУ,2024,08.03.01,Водоснабжение и водоотведение,169
ДГТУ,2021,15.03.04,Автоматизация технологических процессов и производств в машиностроении,167
ДГТУ,2022,15.03.04,Автоматизация технологических процессов и производств в машиностроении,194
ДГТУ,2023,15.03.04,Автоматизация технологических процессов и производств в машиностроении,183
ДГТУ,2024,15.03.04,Автоматизация технологических процессов и производств в машиностроении,170
ДГТУ,2021,18.03.01,Технология переработки нефти и газа,151
ДГТУ,2022,18.03.01,Технология переработки нефти и газа,167
ДГТУ,2023,18.03.01,Технология переработки нефти и газа,143
ДГТУ,2024,18.03.01,Технология переработки нефти и газа,157
ДГТУ,2021,27.03.02,Управление качеством в производственно-технологических системах,127
ДГТУ,2022,27.03.02,Управление качеством в производственно-технологических системах,138
ДГТУ,2023,27.03.02,Управление качеством в производственно-технологических системах,154
ДГТУ,2024,27.03.02,Управление качеством в производственно-технологических системах,140
ДГТУ,2021,48.03.01,Культура православия,161
ДГТУ,2022,48.03.01,Культура православия,208
ДГТУ,2023,48.03.01,Культура православия,205
ДГТУ,2024,48.03.01,Культура православия,188
ДГТУ,2021,11.03.02,Медиатехнологии и инфокоммуникации,142
ДГТУ,2022,11.03.02,Медиатехнологии и инфокоммуникации,169
ДГТУ,2023,11.03.02,Медиатехнологии и инфокоммуникации,135
ДГТУ,2024,11.03.02,Медиатехнологии и инфокоммуникации,156
ДГТУ,2021,54.03.01,Дизайн костюма,294
ДГТУ,2022,54.03.01,Дизайн костюма,307
ДГТУ,2023,54.03.01,Дизайн костюма,329
ДГТУ,2024,54.03.01,Дизайн костюма,320
ДГТУ,2021,43.03.01,Социально-культурный сервис,240
ДГТУ,2022,43.03.01,Социально-культурный сервис,210
ДГТУ,2023,43.03.01,Социально-культурный сервис,214
ДГТУ,2024,43.03.01,Социально-культурный сервис,241
ДГТУ,2021,08.03.01,"Производство строительных материалов, изделий и конструкций",150
ДГТУ,2022,08.03.01,"Производство строительных материалов, изделий и конструкций",174
ДГТУ,2023,08.03.01,"Производство строительных материалов, изделий и конструкций",172
ДГТУ,2024,08.03.01,"Производство строительных материалов, изделий и конструкций",169
ДГТУ,2021,08.03.01,Экспертиза и управление недвижимостью,193
ДГТУ,2022,08.03.01,Экспертиза и управление недвижимостью,183
ДГТУ,2023,08.03.01,Экспертиза и управление недвижимостью,158
ДГТУ,2024,08.03.01,Экспертиза и управление недвижимостью,169
ДГТУ,2021,39.03.02,Социальный менеджмент,203
ДГТУ,2022,39.03.02,Социальный менеджмент,200
ДГТУ,2023,39.03.02,Социальный менеджмент,196
ДГТУ,2024,39.03.02,Социальный менеджмент,185
ДГТУ,2021,18.03.01,Нефтегазовые технологии и защита от коррозии объектов нефтегазового комплекса,147
ДГТУ,2022,18.03.01,Нефтегазовые технологии и защита от коррозии объектов нефтегазового комплекса,173
ДГТУ,2023,18.03.01,Нефтегазовые технологии и защита от коррозии объектов нефтегазового комплекса,176
ДГТУ,2024,18.03.01,Нефтегазовые технологии и защита от коррозии объектов нефтегазового комплекса,164
ДГТУ,2021,12.03.04,Инженерное дело в медико-биологической практике,131
ДГТУ,2022,12.03.04,Инженерное дело в медико-биологической практике,127
ДГТУ,2023,12.03.04,Инженерное дело в медико-биологической практике,155
ДГТУ,2024,12.03.04,Инженерное дело в медико-биологической практике,149
ДГТУ,2021,29.03.05,Конструирование швейных изделий,111
ДГТУ,2022,29.03.05,Конструирование швейных изделий,138
ДГТУ,2023,29.03.05,Конструирование швейных изделий,126
ДГТУ,2024,29.03.05,Конструирование швейных изделий,122
ДГТУ,2021,19.03.02,Технологические процессы и оборудование хранения и переработки зерна,131
ДГТУ,2022,19.03.02,Технологические процессы и оборудование хранения и переработки зерна,154
ДГТУ,2023,19.03.02,Технологические процессы и оборудование хранения и переработки зерна,163
ДГТУ,2024,19.03.02,Технологические процессы и оборудование хранения и переработки зерна,142
ДГТУ,2021,19.03.02,Технологические процессы и оборудование бродильных производств и виноделия,130
ДГТУ,2022,19.03.02,Технологические процессы и оборудование бродильных производств и виноделия,171
ДГТУ,2023,19.03.02,Технологические процессы и оборудование бродильных производств и виноделия,151
ДГТУ,2024,19.03.02,Технологические процессы и оборудование бродильных производств и виноделия,150
ДГТУ,2021,07.03.04,Градостроительство,325
ДГТУ,2022,07.03.04,Градостроительство,338
ДГТУ,2023,07.03.04,Градостроительство,309
ДГТУ,2024,07.03.04,Градостроительство,330
ДГТУ,2021,01.03.04,Применение математических методов в решении инженерных и экономических задач,211
ДГТУ,2022,01.03.04,Применение математических методов в решении инженерных и экономических задач,209
ДГТУ,2023,01.03.04,Применение математических методов в решении инженерных и экономических задач,188
ДГТУ,2024,01.03.04,Применение математических методов в решении инженерных и экономических задач,190
ДГТУ,2021,51.03.03,Менеджмент культурных индустрий,252
ДГТУ,2022,51.03.03,Менеджмент культурных индустрий,233
ДГТУ,2023,51.03.03,Менеджмент культурных индустрий,277
ДГТУ,2024,51.03.03,Менеджмент культурных индустрий,272
ДГТУ,2021,23.03.01,Транспортная логистика,156
ДГТУ,2022,23.03.01,Транспортная логистика,167
ДГТУ,2023,23.03.01,Транспортная логистика,181
ДГТУ,2024,23.03.01,Транспортная логистика,166
ДГТУ,2021,08.05.02,"Строительство (реконструкция), эксплуатация и техническое прикрытие автомобильных дорог",184
ДГТУ,2022,08.05.02,"Строительство (реконструкция), эксплуатация и техническое прикрытие автомобильных дорог",165
ДГТУ,2023,08.05.02,"Строительство (реконструкция), эксплуатация и техническое прикрытие автомобильных дорог",178
ДГТУ,2024,08.05.02,"Строительство (реконструкция), эксплуатация и техническое прикрытие автомобильных дорог",168
ДГТУ,2021,28.03.02,Функциональные наноматериалы,141
ДГТУ,2022,28.03.02,Функциональные наноматериалы,173
ДГТУ,2023,28.03.02,Функциональные наноматериалы,137
ДГТУ,2024,28.03.02,Функциональные наноматериалы,157
ДГТУ,2021,44.03.02,Педагог-психолог,194
ДГТУ,2022,44.03.02,Педагог-психолог,213
ДГТУ,2023,44.03.02,Педагог-психолог,221
ДГТУ,2024,44.03.02,Педагог-психолог,217
ДГТУ,2021,53.03.01,"Мюзикл, шоу-программы",214
ДГТУ,2022,53.03.01,"Мюзикл, шоу-программы",229
ДГТУ,2023,53.03.01,"Мюзикл, шоу-программы",241
ДГТУ,2024,53.03.01,"Мюзикл, шоу-программы",214
ДГТУ,2021,53.03.01,Инструменты эстрадного оркестра,203
ДГТУ,2022,53.03.01,Инструменты эстрадного оркестра,233
ДГТУ,2023,53.03.01,Инструменты эстрадного оркестра,229
ДГТУ,2024,53.03.01,Инструменты эстрадного оркестра,206
ДГТУ,2021,44.03.01,История. Археология,214
ДГТУ,2022,44.03.01,История. Археология,236
ДГТУ,2023,44.03.01,История. Археология,238
ДГТУ,2024,44.03.01,История. Археология,220
ДГТУ,2021,38.03.01,Экономика малого и среднего предпринимательства,253
ДГТУ,2022,38.03.01,Экономика малого и среднего предпринимательства,251
ДГТУ,2023,38.03.01,Экономика малого и среднего предпринимательства,294
ДГТУ,2024,38.03.01,Экономика малого и среднего предпринимательства,270
ДГТУ,2021,20.03.01,Безопасность труда,156
ДГТУ,2022,20.03.01,Безопасность труда,124
ДГТУ,2023,20.03.01,Безопасность труда,161
ДГТУ,2024,20.03.01,Безопасность труда,141
ДГТУ,2021,44.03.04,Информатика и вычислительная техника (Прикладная информатика),218
ДГТУ,2022,44.03.04,Информатика и вычислительная техника (Прикладная информатика),250
ДГТУ,2023,44.03.04,Информатика и вычислительная техника (Прикладная информатика),192
ДГТУ,2024,44.03.04,Информатика и вычислительная техника (Прикладная информатика),225
ДГТУ,2021,35.03.03,Почвоведение и агроэкологическая оценка земель,176
ДГТУ,2022,35.03.03,Почвоведение и агроэкологическая оценка земель,158
ДГТУ,2023,35.03.03,Почвоведение и агроэкологическая оценка земель,144
ДГТУ,2024,35.03.03,Почвоведение и агроэкологическая оценка земель,155
ДГТУ,2021,35.03.06,Технический сервис в агропромышленном комплексе,134
ДГТУ,2022,35.03.06,Технический сервис в агропромышленном комплексе,144
ДГТУ,2023,35.03.06,Технический сервис в агропромышленном комплексе,156
ДГТУ,2024,35.03.06,Технический сервис в агропромышленном комплексе,146
ДГТУ,2021,07.03.01,Ландшафтное проектирование,312
ДГТУ,2022,07.03.01,Ландшафтное проектирование,317
ДГТУ,2023,07.03.01,Ландшафтное проектирование,325
ДГТУ,2024,07.03.01,Ландшафтное проектирование,315
ДГТУ,2021,43.03.01,Сервис индустрии моды и красоты,285
ДГТУ,2022,43.03.01,Сервис индустрии моды и красоты,267
ДГТУ,2023,43.03.01,Сервис индустрии моды и красоты,230
ДГТУ,2024,43.03.01,Сервис индустрии моды и красоты,248
ДГТУ,2021,09.03.02,Искусственный интеллект и математическое моделирование в информационных системах,178
ДГТУ,2022,09.03.02,Искусственный интеллект и математическое моделирование в информационных системах,204
ДГТУ,2023,09.03.02,Искусственный интеллект и математическое моделирование в информационных системах,218
ДГТУ,2024,09.03.02,Искусственный интеллект и математическое моделирование в информационных системах,206
ДГТУ,2021,13.03.02,Автоматизированные электрические распределительные сети,165
ДГТУ,2022,13.03.02,Автоматизированные электрические распределительные сети,137
ДГТУ,2023,13.03.02,Автоматизированные электрические распределительные сети,157
ДГТУ,2024,13.03.02,Автоматизированные электрические распределительные сети,151
ДГТУ,2021,22.03.01,Материаловедение и технологии материалов в приборостроении и медицинской технике,126
ДГТУ,2022,22.03.01,Материаловедение и технологии материалов в приборостроении и медицинской технике,150
ДГТУ,2023,22.03.01,Материаловедение и технологии материалов в приборостроении и медицинской технике,124
ДГТУ,2024,22.03.01,Материаловедение и технологии материалов в приборостроении и медицинской технике,133
ДГТУ,2021,23.03.01,Интеллектуальные транспортные системы в дорожном движении,153
ДГТУ,2022,23.03.01,Интеллектуальные транспортные системы в дорожном движении,159
ДГТУ,2023,23.03.01,Интеллектуальные транспортные системы в дорожном движении,173
ДГТУ,2024,23.03.01,Интеллектуальные транспортные системы в дорожном движении,166
ДГТУ,2021,29.03.04,"Техническая эстетика и материалы в архитектуре, реставрации и строительстве",155
ДГТУ,2022,29.03.04,"Техническая эстетика и материалы в архитектуре, реставрации и строительстве",143
ДГТУ,2023,29.03.04,"Техническая эстетика и материалы в архитектуре, реставрации и строительстве",128
ДГТУ,2024,29.03.04,"Техническая эстетика и материалы в архитектуре, реставрации и строительстве",148
ДГТУ,2021,22.03.02,Порошковая металлургия и композиционные материалы,118
ДГТУ,2022,22.03.02,Порошковая металлургия и композиционные материалы,138
ДГТУ,2023,22.03.02,Порошковая металлургия и композиционные материалы,146
ДГТУ,2024,22.03.02,Порошковая металлургия и композиционные материалы,138
ДГТУ,2021,27.03.04,Цифровые системы управления,154
